_index,_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.audit.syscall,_source.data.audit.gid,_source.data.audit.fsgid,_source.data.audit.session,_source.data.audit.pid,_source.data.audit.suid,_source.data.audit.type,_source.data.audit.uid,_source.data.audit.egid,_source.data.audit.exe,_source.data.audit.file.inode,_source.data.audit.file.mode,_source.data.audit.file.name,_source.data.audit.sgid,_source.data.audit.id,_source.data.audit.key,_source.data.audit.auid,_source.data.audit.execve.a1,_source.data.audit.execve.a2,_source.data.audit.execve.a0,_source.data.audit.euid,_source.data.audit.command,_source.data.audit.ppid,_source.data.audit.fsuid,_source.data.audit.exit,_source.data.audit.cwd,_source.data.audit.success,_source.data.audit.tty,_source.data.audit.arch,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.description,_source.rule.groups,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,sort,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.nist_800_53,_source.rule.gdpr,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.data.srcuser,_source.data.uid,_source.data.dstuser,_source.rule.gpg13,_source.data.audit.execve.a3,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.size_after,_source.syscheck.gid_after,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.gname_after,_source.syscheck.uid_after,_source.syscheck.perm_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha256_after,_source.syscheck.inode_after,_source.data.audit.execve.a4,_source.data.audit.execve.a5,_source.data.audit.execve.a6,_source.data.audit.execve.a7,_source.syscheck.size_before,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.changed_attributes,_source.syscheck.sha1_before,_source.data.euid,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.extra_data
wazuh-alerts-4.x-2026.07.31,vHr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2948,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,260,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,1,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.548:260): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2948 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.548:260): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=707974686F6E202D5620323E2631 type=CWD msg=audit(1785480919.548:260): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.548:260): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.548:260): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.548:260): proctitle=7368002D63002D2D00707974686F6E202D5620323E2631",log,"Jul 31, 2026 @ 13:55:20.421",/var/log/audit/audit.log,1785480920.11066,"Jul 31, 2026 @ 13:55:20.421",[1785480920421], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,vXr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2949,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,261,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,2,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.551:261): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2949 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.551:261): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=7065726C202D6520227072696E7420245D2220323E2631 type=CWD msg=audit(1785480919.551:261): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.551:261): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.551:261): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.551:261): proctitle=7368002D63002D2D007065726C202D6520227072696E7420245D2220323E2631",log,"Jul 31, 2026 @ 13:55:20.422",/var/log/audit/audit.log,1785480920.13129,"Jul 31, 2026 @ 13:55:20.422",[1785480920422], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,vnr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2950,33,SYSCALL,33,33,/usr/bin/perl,395312,0100755,/usr/bin/perl,33,262,www_data_exec,4294967295,-e, ,perl,33,perl,2949,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,3,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""perl"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.552:262): arch=c000003e syscall=59 success=yes exit=0 a0=58e3519e4548 a1=58e32d709608 a2=58e32d709628 a3=210 items=2 ppid=2949 pid=2950 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""perl"" exe=""/usr/bin/perl"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.552:262): argc=3 a0=""perl"" a1=""-e"" a2=7072696E7420245D type=CWD msg=audit(1785480919.552:262): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.552:262): item=0 name=""/usr/bin/perl"" inode=395312 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.552:262): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.552:262): proctitle=7065726C002D65007072696E7420245D",log,"Jul 31, 2026 @ 13:55:20.422",/var/log/audit/audit.log,1785480920.15228,"Jul 31, 2026 @ 13:55:20.422",[1785480920422], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,v3r0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2951,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,263,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,4,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.557:263): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2951 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.557:263): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=72756279202D7620323E2631 type=CWD msg=audit(1785480919.557:263): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.557:263): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.557:263): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.557:263): proctitle=7368002D63002D2D0072756279202D7620323E2631",log,"Jul 31, 2026 @ 13:55:20.426",/var/log/audit/audit.log,1785480920.17261,"Jul 31, 2026 @ 13:55:20.426",[1785480920426], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,wHr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2953,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,265,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,5,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.562:265): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2953 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.562:265): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=6E6F64656A73202D7620323E2631 type=CWD msg=audit(1785480919.562:265): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.562:265): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.562:265): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.562:265): proctitle=7368002D63002D2D006E6F64656A73202D7620323E2631",log,"Jul 31, 2026 @ 13:55:20.428",/var/log/audit/audit.log,1785480920.19316,"Jul 31, 2026 @ 13:55:20.428",[1785480920428], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,wXr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2954,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,266,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,6,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.563:266): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2954 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.563:266): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=676363202D64756D7076657273696F6E20323E2631 type=CWD msg=audit(1785480919.563:266): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.563:266): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.563:266): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.563:266): proctitle=7368002D63002D2D00676363202D64756D7076657273696F6E20323E2631",log,"Jul 31, 2026 @ 13:55:20.428",/var/log/audit/audit.log,1785480920.21379,"Jul 31, 2026 @ 13:55:20.428",[1785480920428], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,wnr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2952,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,264,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,7,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.559:264): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2952 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.559:264): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=6E6F6465202D7620323E2631 type=CWD msg=audit(1785480919.559:264): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.559:264): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.559:264): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.559:264): proctitle=7368002D63002D2D006E6F6465202D7620323E2631",log,"Jul 31, 2026 @ 13:55:20.429",/var/log/audit/audit.log,1785480920.23470,"Jul 31, 2026 @ 13:55:20.429",[1785480920429], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,w3r0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2955,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,267,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,8,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.566:267): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2955 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.566:267): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=6A617661202D76657273696F6E20323E2631 type=CWD msg=audit(1785480919.566:267): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.566:267): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.566:267): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.566:267): proctitle=7368002D63002D2D006A617661202D76657273696F6E20323E2631",log,"Jul 31, 2026 @ 13:55:20.431",/var/log/audit/audit.log,1785480920.25525,"Jul 31, 2026 @ 13:55:20.431",[1785480920431], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,xHr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2956,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,268,www_data_exec,4294967295,-c,--,sh,33,sh,1720,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,9,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.568:268): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1720 pid=2956 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.568:268): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=6A61766163202D76657273696F6E20323E2631 type=CWD msg=audit(1785480919.568:268): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.568:268): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.568:268): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.568:268): proctitle=7368002D63002D2D006A61766163202D76657273696F6E20323E2631",log,"Jul 31, 2026 @ 13:55:20.436",/var/log/audit/audit.log,1785480920.27604,"Jul 31, 2026 @ 13:55:20.436",[1785480920436], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.07.31,xXr0tp8BC43qgJRl21Lm,1, ,10.10.10.10,web-server,005,Wazuh,59,33,33,4294967295,2957,33,SYSCALL,33,33,/usr/bin/dash,395323,0100755,/bin/sh,33,269,www_data_exec,4294967295,-c,--,sh,33,sh,1722,33,0,/var/www/html/hackable/uploads,yes,(none),c000003e,10,true,12,"LOLBin: www-data (Apache) menjalankan proses baru ""sh"" - indikasi command injection","[""auditd"",""lolbin"",""command_injection""]","[""Command and Scripting Interpreter""]","[""T1059""]","[""Execution""]",100300,auditd,auditd,"type=SYSCALL msg=audit(1785480919.580:269): arch=c000003e syscall=59 success=yes exit=0 a0=73effeddb799 a1=7ffe9c45b530 a2=7ffe9c45e430 a3=8 items=2 ppid=1722 pid=2957 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""sh"" exe=""/usr/bin/dash"" subj=unconfined key=""www_data_exec""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data"" type=EXECVE msg=audit(1785480919.580:269): argc=4 a0=""sh"" a1=""-c"" a2=""--"" a3=70732061757820323E2631 type=CWD msg=audit(1785480919.580:269): cwd=""/var/www/html/hackable/uploads"" type=PATH msg=audit(1785480919.580:269): item=0 name=""/bin/sh"" inode=395323 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PATH msg=audit(1785480919.580:269): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=396099 dev=fc:00 mode=0100755 ouid=0 ogid=0 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root"" type=PROCTITLE msg=audit(1785480919.580:269): proctitle=7368002D63002D2D0070732061757820323E2631",log,"Jul 31, 2026 @ 13:55:20.436",/var/log/audit/audit.log,1785480920.29687,"Jul 31, 2026 @ 13:55:20.436",[1785480920436], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
